Users,Date Created,Number of Likes,Source of Tweet,Tweet
S.Colly,2022-10-25 18:00:30+00:00,0,Twitter for iPhone,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
Satwik Gupta,2022-10-25 18:00:19+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
Edison Plato. M,2022-10-25 18:00:18+00:00,0,Twitter Web App,"RT @rebelioushamila: Can we now come back to India and mind our own business 🙄🙄 

12 British Prime Ministers have resigned or were forced t…"
Anthony Brookes,2022-10-25 18:00:18+00:00,0,Twitter for Android,"RT @AkanKwaku: The racist Brexiteers set in motion, a chain of events which led to the first Indian PM in British political history. A grea…"
Jon Ayre,2022-10-25 18:00:16+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Paul Middleton,2022-10-25 18:00:15+00:00,0,Twitter Web App,Rishi Sunak Becomes British PM; Braverman BACK As Home Secretary https://t.co/NvayrKPScY via @YouTube
Biafra Son,2022-10-25 18:00:14+00:00,0,Twitter for Android,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
Maama,2022-10-25 18:00:14+00:00,0,Twitter for iPhone,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
ken brookman,2022-10-25 18:00:14+00:00,0,Twitter for iPad,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
FarOutLeft,2022-10-25 18:00:11+00:00,0,Twitter for iPhone,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
Aman,2022-10-25 18:00:09+00:00,0,Twitter for Android,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
Santanu,2022-10-25 18:00:09+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
Christian B Johnson,2022-10-25 18:00:08+00:00,0,Twitter Web App,"RT @piersmorgan: BREAKING: Rishi Sunak is new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, the young…"
ⓓamian ⓜac ⓒon ⓤladh,2022-10-25 18:00:07+00:00,0,Twitter Web App,"RT @soundmigration: A @newstalk journalist tweeting racist stereotypes, hours after Sunak was anointed British PM.

Miles of columns on Iri…"
Joanne Connor,2022-10-25 18:00:04+00:00,0,Twitter for Android,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
Jayne,2022-10-25 17:59:58+00:00,0,Twitter for Android,"RT @MaajidNawaz: WARNING from here on in shit’s going to get twisted:

New British PM Rishi Sunak is welcomed by Indian PM Modi who openly…"
Carol Shilton,2022-10-25 17:59:55+00:00,0,Twitter for iPhone,"RT @hannah_gary: Just heard on GMS, the presenter saying that the PM will have to address the SNP, rising nationalism in Wales and in N Ire…"
𝗛𝗸 𝗦𝗶𝗻𝗴𝗵,2022-10-25 17:59:53+00:00,0,Twitter Web App,"RT @ANI: We should be prepared to look beyond some of the considerations of the caste, religion and class &amp; language and region. What the c…"
Grumpy Antifa Gramp,2022-10-25 17:59:52+00:00,0,Twitter Web App,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Trump will win 2024.,2022-10-25 17:59:52+00:00,0,Twitter for Android,"RT @Dustinpenner25: New UK Prime Minister Rishi Sunak’s family runs a China-linked, World Economic Forum partner company that pushes digita…"
кєηт_ωιℓℓιαмѕ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿📷🇮🇪,2022-10-25 17:59:44+00:00,0,Twitter for iPhone,RT @edburmila: Which columnist will churn out the inevitable “having a PM of Indian descent proves that ultimately the British empire was g…
al,2022-10-25 17:59:43+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
maxi,2022-10-25 17:59:43+00:00,0,Twitter Web App,"RT @ANI: #WATCH | Rishi Sunak appointed new British PM by King Charles III, arrives at 10 Downing Street

(Video source: Reuters) https://t…"
Sam 𓀤𓀥,2022-10-25 17:59:42+00:00,0,Twitter for iPhone,"#RishiSunak becoming the first British PM of colour is history being made, not sure if it’s a great achievement for… https://t.co/t2Wxm18NLD"
Dr. Bharati Ankush,2022-10-25 17:59:42+00:00,0,Twitter for Android,"RT @sardesairajdeep: Hindu PM, Muslim Mayor of London, Christian King: all proud British citizens! Manmohan Desai would be happy: Amar Akba…"
Dame Rolynhome #StayingInStayingAlive 🇺🇦🌻🕷🕸,2022-10-25 17:59:42+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Anand,2022-10-25 17:59:34+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
Marice keith pascoe,2022-10-25 17:59:32+00:00,0,Twitter for Android,RT @mjs2022121272: @Ohmaggie2022 He will be back one day hopefully as leader and then PM. 🇬🇧🇬🇧🇬🇧 The man is the best of British and then so…
Mike Forster💙,2022-10-25 17:59:29+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Ed Burmila,2022-10-25 17:59:29+00:00,18,Twitter for iPhone,Which columnist will churn out the inevitable “having a PM of Indian descent proves that ultimately the British emp… https://t.co/wnk13gJYjz
DeeCee,2022-10-25 17:59:24+00:00,0,Twitter for Android,RT @THETHIRDFORUM: Hypocrisy is when you hail Rishi Sunak as the new British PM whereas you are supporting the feeble ageless 'Emilokan' or…
🥰ROHIT🥰KUMAR🥰,2022-10-25 17:59:24+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
Obidient in Oyo State,2022-10-25 17:59:22+00:00,0,Twitter for Android,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
rob☬,2022-10-25 17:59:21+00:00,0,Twitter for iPhone,@ber2zee Idc for him or his politics. Nobody is a friend of Sikhs. I just wonder how many old British ppl are jarre… https://t.co/RefXHeqSru
jb whitesnake,2022-10-25 17:59:21+00:00,0,Twitter for iPad,"RT @Sheilam19534814: Richie Sunak has no mandate in Scotland and will never serve the interests of the Scottish people
It’s time to ensure…"
Liz Minns,2022-10-25 17:59:18+00:00,0,Twitter for Android,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
Vendetta,2022-10-25 18:03:33+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
Antoinette Thomas,2022-10-25 18:03:32+00:00,0,Twitter for iPhone,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Jackie Harris,2022-10-25 18:03:31+00:00,0,Twitter Web App,"RT @UZI9mmmm: Britain granted India independence in 1947. New British PM Sunak, of Indian origin, denying Scotland independence referendum…"
Apocalyptica,2022-10-25 18:03:26+00:00,0,Twitter for iPhone,Will the British ever have a normal person as PM? https://t.co/VZ2XmDugBR
Craig Lowe,2022-10-25 18:03:24+00:00,0,Twitter for iPhone,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Jean Verlich,2022-10-25 18:03:21+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Work. Work Hard. Work Extremely Hard. 📚,2022-10-25 18:03:13+00:00,0,Twitter Web App,"RT @SprinterMonitor: In the first speech, the British PM accused Russia of destabilizing energy markets and supply chains around the world.…"
Robert 🚴‍ Walker 🇪🇺#FBPE🇬🇧ཨོཾ་མ་ཎི་པདྨ་ཧཱོུཾཿ,2022-10-25 18:03:09+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
Asis Agarwal,2022-10-25 18:03:09+00:00,0,Twitter for Android,"RT @ANI: This govt will be about integrity, professionalism and accountability at every level. Trust is earned and I will earn yours: Briti…"
0369 काक चेष्टा बको ध्यानं,2022-10-25 18:03:07+00:00,0,Twitter for Android,"RT @anujdhar: If some angrez were to brag that ""We've made an Indian origin man our PM"", tell him:

1. Our Father of Nation wanted Union Ja…"
Nature 🌿🍃,2022-10-25 18:03:02+00:00,0,Twitter for Android,"RT @ANI: It's a big day for UK. We've a new PM. He's young. His grandparents came from India, his parents from East Africa. He's a Hindu. I…"
Melissa,2022-10-25 18:03:01+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
niallbrady,2022-10-25 18:02:54+00:00,0,Twitter for iPhone,RT @NewtonEmerson: British economy when you finally get a PM who can string a sentence together. https://t.co/nGtuzVPeWN
M_o_h_a_m_m_e_d,2022-10-25 18:02:48+00:00,0,Twitter for Android,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Kunal Gupte,2022-10-25 18:02:47+00:00,0,Twitter for Android,"@PersyLives Because race was a dominant narrative till the mid 19th century, before political correctness became fa… https://t.co/dhMmymX6Ue"
Andrew Beal,2022-10-25 18:02:46+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Gary Simpson,2022-10-25 18:02:41+00:00,0,Twitter for iPhone,RT @NewtonEmerson: British economy when you finally get a PM who can string a sentence together. https://t.co/nGtuzVPeWN
mothergoose,2022-10-25 18:02:41+00:00,0,Twitter Web App,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
Mike Erivez,2022-10-25 18:02:40+00:00,0,Twitter for iPhone,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Ènìyàn Ńlá 🇬🇧,2022-10-25 18:02:36+00:00,0,Twitter for Android,"RT @DemolaRewaju: ""The Heart of our Mandate is Our Manifesto"" - new British PM, Rishi Sunak.

Anyone defending or excusing a lack of manife…"
Cultural Tourism DC,2022-10-25 18:02:33+00:00,0,Twitter Web App,RT @mindymoretti: That time the new British PM was hanging in The Devil’s Playground. A real man of the people! https://t.co/JfdJqNxAIf
Asuraguru,2022-10-25 18:02:32+00:00,0,Twitter for Android,"RT @manojgjha: @anandmahindra @RishiSunak is the new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, th…"
Nicolaaaahhh,2022-10-25 18:02:31+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Brajesh Uppadhyay,2022-10-25 18:02:30+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
VEnkatesh🤡,2022-10-25 18:02:29+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
Catfella 🇺🇦🤝🇩🇪,2022-10-25 18:02:29+00:00,0,Twitter for Android,"RT @EuromaidanPress: Putin’s war in Ukraine destabilized energy markets  around world– new British PM Rishi Sunak

PM said that the UK face…"
TW1TT3RK1NG❌,2022-10-25 18:02:23+00:00,0,Twitter for Android,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
Kestrel,2022-10-25 18:02:18+00:00,0,Twitter for iPhone,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
Mskt,2022-10-25 18:02:17+00:00,0,Twitter for Android,"RT @madhukishwar: The new British PM @RishiSunak has passed the most crucial litmus test of being a practicing Hindu.

He worships Gau Mata…"
AssiePassie I will not comply,2022-10-25 18:02:16+00:00,0,Twitter for Android,RT @ferrell_brad: @richimedhurst Zelensky right after Rushi Sunak has been announced as the new British PM. https://t.co/ZM0m4KdHZh
Brian Smith,2022-10-25 18:02:15+00:00,1,Twitter Web App,It's getting to the point now that I'm not sure if you'd last longer as British PM or as an Uga.
Raman Jain,2022-10-25 18:02:13+00:00,0,Twitter for Android,#RishiSunak #PTI #Indian #media is having more news &amp; strategies than British media about Saunak's #EconomicCrisis… https://t.co/Sen3fw9ah5
Ved Nayak,2022-10-25 18:02:13+00:00,0,Twitter Web App,RT @ShashiTharoor: My take in @TheQuint today on what @RishiSunak's ascent to the Prime MInistership of the UK says about Britain and the l…
🖐️(((Neil BelshwFox))) Pro EU,2022-10-25 18:02:12+00:00,0,Twitter Web App,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
cap,2022-10-25 18:02:11+00:00,0,Twitter Web App,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
Juliana Hervey #GiveBlood🩸#FBPE #NoPlanetB,2022-10-25 18:02:10+00:00,0,Twitter for iPhone,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
Manish Kumar,2022-10-25 18:02:06+00:00,0,Twitter for Android,"RT @piersmorgan: BREAKING: Rishi Sunak is new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, the young…"
Daniel 🇷🇴,2022-10-25 18:02:04+00:00,0,Twitter for Android,"RT @EuromaidanPress: Putin’s war in Ukraine destabilized energy markets  around world– new British PM Rishi Sunak

PM said that the UK face…"
Super Sonic,2022-10-25 18:02:01+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
Richard Morley 🇺🇦,2022-10-25 18:01:58+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
Arfan Masood,2022-10-25 18:01:52+00:00,0,Twitter for iPhone,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
Clare🌱,2022-10-25 18:01:50+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
